annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,inc,d_ref,scaling_factor
0.0004695,4.6e-05,0.447594,0.0302176,0.969782,0.999559,0.588382,0.000210144,8.08122e-06,0.000259353,105.0,0.26,1.0
0.0004695,0.0001,0.467804,0.0656983,0.934302,0.999447,0.451919,0.000219633,1.757e-05,0.000249864,105.0,0.26,1.0
0.0004695,0.00022,0.512713,0.144538,0.855462,0.99927,0.31338,0.000240717,3.86544e-05,0.00022878,105.0,0.26,1.0
0.0004695,0.00046,0.602512,0.302186,0.697814,0.998985,0.183797,0.000282877,8.08148e-05,0.00018662,105.0,0.26,1.0
0.0004695,0.001,0.791283,0.633584,0.366416,0.998192,0.0542114,0.000371505,0.000169442,9.79921e-05,105.0,0.26,1.0
0.0004695,0.0022,0.913353,0.847887,0.152113,0.996647,0.0121333,0.000428817,0.000226754,4.06803e-05,105.0,0.26,1.0
0.0004695,0.0046,0.980372,0.965542,0.034458,0.994382,0.00164042,0.000460282,0.000258219,9.21526e-06,105.0,0.26,1.0
0.0004695,0.01,0.999202,0.998598,0.00140159,0.988684,3.31247e-05,0.000469122,0.000267059,3.74833e-07,105.0,0.26,1.0
0.0006195,1e-05,0.438535,0.00597774,0.994022,0.999664,1.03664,0.000271691,2.09187e-06,0.000347852,120.0,0.26,1.0
0.0006195,2.2e-05,0.442581,0.0131408,0.986859,0.999604,0.871959,0.000274198,4.59855e-06,0.000345345,120.0,0.26,1.0
0.0006195,4.6e-05,0.450677,0.027475,0.972525,0.999526,0.717764,0.000279214,9.61469e-06,0.000340329,120.0,0.26,1.0
0.0006195,0.0001,0.468904,0.0597437,0.940256,0.999408,0.555364,0.000290506,2.09069e-05,0.000329037,120.0,0.26,1.0
0.0006195,0.00022,0.509392,0.131424,0.868576,0.999222,0.390545,0.00031559,4.5991e-05,0.000303953,120.0,0.26,1.0
0.0006195,0.00046,0.590336,0.274727,0.725273,0.998926,0.236392,0.000365738,9.61391e-05,0.000253805,120.0,0.26,1.0
0.0006195,0.001,0.765049,0.584042,0.415958,0.998159,0.0790801,0.000473981,0.000204382,0.000145562,120.0,0.26,1.0
0.0006195,0.0022,0.89837,0.820074,0.179926,0.996451,0.0177389,0.000556579,0.00028698,6.2964e-05,120.0,0.26,1.0
0.0006195,0.0046,0.970135,0.947127,0.0528729,0.994386,0.00329564,0.00060104,0.000331441,1.85025e-05,120.0,0.26,1.0
0.0006195,0.01,0.998763,0.99781,0.00219035,0.988768,6.82441e-05,0.000618776,0.000349177,7.665e-07,120.0,0.26,1.0
0.0007034,1e-05,0.456547,0.00575577,0.994244,0.999654,1.10333,0.000321133,2.21296e-06,0.000382263,135.0,0.26,1.0
0.0007034,2.2e-05,0.460317,0.0126543,0.987346,0.999591,0.929058,0.000323786,4.86526e-06,0.000379611,135.0,0.26,1.0
0.0007034,4.6e-05,0.467864,0.0264611,0.973539,0.999511,0.765875,0.000329094,1.01737e-05,0.000374302,135.0,0.26,1.0
0.0007034,0.0001,0.484846,0.05753,0.94247,0.99939,0.594074,0.000341039,2.21189e-05,0.000362357,135.0,0.26,1.0
0.0007034,0.00022,0.522588,0.126577,0.873423,0.9992,0.419639,0.000367586,4.86659e-05,0.00033581,135.0,0.26,1.0
0.0007034,0.00046,0.598017,0.264575,0.735425,0.998898,0.256547,0.000420643,0.000101723,0.000282753,135.0,0.26,1.0
0.0007034,0.001,0.761517,0.563696,0.436304,0.998126,0.0895328,0.000535648,0.000216728,0.000167748,135.0,0.26,1.0
0.0007034,0.0022,0.89284,0.803952,0.196048,0.996417,0.0210395,0.000628021,0.0003091,7.53759e-05,135.0,0.26,1.0
0.0007034,0.0046,0.967648,0.940813,0.0591872,0.994363,0.0040368,0.00068064,0.00036172,2.27561e-05,135.0,0.26,1.0
0.0007034,0.01,0.998558,0.997361,0.00263869,0.988758,9.02419e-05,0.000702382,0.000383462,1.01451e-06,135.0,0.26,1.0
0.0008197,1e-05,0.489558,0.00586706,0.994133,0.999663,1.24036,0.000401267,2.46918e-06,0.000418385,150.0,0.26,1.0
0.0008197,2.2e-05,0.493168,0.0128976,0.987102,0.999603,1.04601,0.000404226,5.42802e-06,0.000415427,150.0,0.26,1.0
0.0008197,4.6e-05,0.500387,0.0269583,0.973042,0.999526,0.864098,0.000410144,1.13455e-05,0.000409509,150.0,0.26,1.0
0.0008197,0.0001,0.516643,0.0586188,0.941381,0.999411,0.672434,0.000423468,2.467e-05,0.000396185,150.0,0.26,1.0
0.0008197,0.00022,0.55276,0.128959,0.871041,0.999233,0.477893,0.000453071,5.4273e-05,0.000366582,150.0,0.26,1.0
0.0008197,0.00046,0.62492,0.269497,0.730503,0.998961,0.296028,0.000512217,0.000113419,0.000307436,150.0,0.26,1.0
0.0008197,0.001,0.786446,0.584085,0.415915,0.998337,0.105242,0.000644613,0.000245815,0.00017504,150.0,0.26,1.0
0.0008197,0.0022,0.930946,0.86551,0.13449,0.996575,0.0165278,0.000763052,0.000364254,5.66007e-05,150.0,0.26,1.0
0.0008197,0.0046,0.983482,0.96783,0.0321696,0.994329,0.00238749,0.000806114,0.000407316,1.35387e-05,150.0,0.26,1.0
0.0008197,0.01,0.999252,0.998544,0.00145585,0.988089,5.14384e-05,0.00081904,0.000420242,6.12702e-07,150.0,0.26,1.0
0.00106,1e-05,0.458133,0.00664043,0.99336,0.999697,1.89427,0.000485497,3.83865e-06,0.000574234,165.0,0.26,1.0
0.00106,2.2e-05,0.462472,0.0145961,0.985404,0.999642,1.59213,0.000490096,8.43762e-06,0.000569635,165.0,0.26,1.0
0.00106,4.6e-05,0.471154,0.0305109,0.969489,0.999572,1.30927,0.000499296,1.76375e-05,0.000560435,165.0,0.26,1.0
0.00106,0.0001,0.490712,0.0663659,0.933634,0.999466,1.01115,0.000520023,3.83643e-05,0.000539708,165.0,0.26,1.0
0.00106,0.00022,0.53415,0.145996,0.854004,0.999303,0.708692,0.000566055,8.43964e-05,0.000493676,165.0,0.26,1.0
0.00106,0.00046,0.620963,0.305144,0.694856,0.999057,0.425875,0.000658054,0.000176395,0.000401677,165.0,0.26,1.0
0.00106,0.001,0.816276,0.663194,0.336806,0.99848,0.128088,0.000865033,0.000383374,0.000194698,165.0,0.26,1.0
0.00106,0.0022,0.953656,0.915041,0.0849588,0.996685,0.0148174,0.00101062,0.00052896,4.91124e-05,165.0,0.26,1.0
0.00106,0.0046,0.991299,0.98405,0.0159504,0.994163,0.00157966,0.00105051,0.000568852,9.2205e-06,165.0,0.26,1.0
0.00106,0.01,0.999461,0.999013,0.000987474,0.986659,4.27878e-05,0.00105916,0.000577502,5.70832e-07,165.0,0.26,1.0
0.0001296,1e-05,0.430114,0.00972348,0.990277,0.999774,0.327091,5.57329e-05,7.25073e-07,7.38442e-05,180.0,0.26,1.0
0.0001296,2.2e-05,0.436816,0.0213694,0.978631,0.99973,0.270018,5.66013e-05,1.5935e-06,7.29757e-05,180.0,0.26,1.0
0.0001296,4.6e-05,0.450246,0.0447073,0.955293,0.999671,0.216516,5.83416e-05,3.33379e-06,7.12355e-05,180.0,0.26,1.0
0.0001296,0.0001,0.48049,0.0972614,0.902739,0.99958,0.16018,6.22605e-05,7.25271e-06,6.73165e-05,180.0,0.26,1.0
0.0001296,0.00022,0.547568,0.213821,0.786179,0.999431,0.103084,7.09523e-05,1.59445e-05,5.86247e-05,180.0,0.26,1.0
0.0001296,0.00046,0.681894,0.447235,0.552765,0.999169,0.0495985,8.83578e-05,3.335e-05,4.12193e-05,180.0,0.26,1.0
0.0001296,0.001,0.881633,0.794317,0.205683,0.99825,0.00876494,0.000114239,5.92316e-05,1.53377e-05,180.0,0.26,1.0
0.0001296,0.0022,0.957135,0.925515,0.0744851,0.997296,0.00205444,0.000124023,6.9015e-05,5.5543e-06,180.0,0.26,1.0
0.0001296,0.0046,0.997987,0.996502,0.00349845,0.994773,4.99074e-05,0.000129316,7.43084e-05,2.60877e-07,180.0,0.26,1.0
0.0001296,0.01,0.999998,0.999997,3.2302e-06,0.987069,1.86279e-08,0.000129577,7.4569e-05,2.40874e-10,180.0,0.26,1.0
