annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,radar_wavelength,d_ref,scaling_factor
0.008832,0.013,0.961396,0.849319,0.150681,0.976484,0.0144976,0.00849064,0.00192167,0.00034093,7078.137,0.15,0.26,1.0
0.008832,0.1,0.994085,0.976913,0.0230865,0.83378,0.000314256,0.00877934,0.00221036,5.22356e-05,7078.137,0.15,0.26,1.0
0.01339,1e-09,0.800992,0.0,1.0,0.999969,86.1011,0.0107248,0.0,0.00266458,7178.137,0.15,0.26,1.0
0.01339,7.7e-09,0.800998,0.0,1.0,0.999958,62.7514,0.0107248,0.0,0.0026645,7178.137,0.15,0.26,1.0
0.01339,6e-08,0.801043,0.0,1.0,0.999932,39.2646,0.0107254,0.0,0.0026639,7178.137,0.15,0.26,1.0
0.01339,4.6e-07,0.801383,0.0015996,0.9984,0.999834,16.0151,0.01073,4.26071e-06,0.00265935,7178.137,0.15,0.26,1.0
0.01339,3.6e-06,0.802076,0.005081,0.994919,0.999661,7.81456,0.0107393,1.35338e-05,0.00265008,7178.137,0.15,0.26,1.0
0.01339,2.8e-05,0.805325,0.0214141,0.978586,0.999329,3.8872,0.0107828,5.70389e-05,0.00260657,7178.137,0.15,0.26,1.0
0.01339,0.00022,0.819239,0.0913578,0.908642,0.9986,1.72847,0.0109691,0.000243342,0.00242027,7178.137,0.15,0.26,1.0
0.01339,0.0017,0.890095,0.447536,0.552464,0.994417,0.263591,0.0119178,0.00119206,0.00147155,7178.137,0.15,0.26,1.0
0.01339,0.013,0.972163,0.860071,0.139929,0.97421,0.0144521,0.0130166,0.00229089,0.000372717,7178.137,0.15,0.26,1.0
0.01339,0.1,0.995325,0.976498,0.0235016,0.836048,0.000381813,0.0133267,0.00260101,6.25992e-05,7178.137,0.15,0.26,1.0
0.01003,1e-09,0.866183,0.0,1.0,0.999975,53.1859,0.00868544,0.0,0.00134181,7278.137,0.15,0.26,1.0
0.01003,7.7e-09,0.866188,0.0,1.0,0.999965,38.7989,0.00868549,0.0,0.00134176,7278.137,0.15,0.26,1.0
0.01003,6e-08,0.866225,0.0,1.0,0.999945,24.3278,0.00868585,0.0,0.0013414,7278.137,0.15,0.26,1.0
0.01003,4.6e-07,0.866505,0.00206046,0.99794,0.999866,9.99562,0.00868866,2.7638e-06,0.00133859,7278.137,0.15,0.26,1.0
0.01003,3.6e-06,0.867071,0.00629194,0.993708,0.999732,4.97349,0.00869434,8.4397e-06,0.00133291,7278.137,0.15,0.26,1.0
0.01003,2.8e-05,0.869823,0.0268662,0.973134,0.999479,2.50393,0.00872194,3.6037e-05,0.00130531,7278.137,0.15,0.26,1.0
0.01003,0.00022,0.882738,0.123409,0.876591,0.998845,1.01785,0.00885143,0.000165535,0.00117582,7278.137,0.15,0.26,1.0
0.01003,0.0017,0.933985,0.506503,0.493497,0.995299,0.140822,0.0093653,0.000679398,0.000661953,7278.137,0.15,0.26,1.0
0.01003,0.013,0.98302,0.873066,0.126934,0.972585,0.00621062,0.00985699,0.00117109,0.000170263,7278.137,0.15,0.26,1.0
0.01003,0.1,0.997312,0.979907,0.0200926,0.819587,0.000149386,0.0100003,0.0013144,2.69512e-05,7278.137,0.15,0.26,1.0
0.006233,1e-09,0.882388,0.0,1.0,0.999979,34.2199,0.00549991,0.0,0.000733074,7378.137,0.15,0.26,1.0
0.006233,7.7e-09,0.882393,0.0,1.0,0.99997,24.6108,0.00549994,0.0,0.000733043,7378.137,0.15,0.26,1.0
0.006233,6e-08,0.882432,0.0,1.0,0.999951,14.9452,0.00550018,0.0,0.000732797,7378.137,0.15,0.26,1.0
0.006233,4.6e-07,0.882734,0.00210708,0.997893,0.999864,5.36526,0.00550206,1.54336e-06,0.000730917,7378.137,0.15,0.26,1.0
0.006233,3.6e-06,0.88327,0.00667251,0.993327,0.999677,2.25463,0.00550541,4.88735e-06,0.000727573,7378.137,0.15,0.26,1.0
0.006233,2.8e-05,0.88554,0.0259881,0.974012,0.999263,0.96791,0.00551955,1.90353e-05,0.000713426,7378.137,0.15,0.26,1.0
0.006233,0.00022,0.893444,0.0932436,0.906756,0.998201,0.369245,0.00556882,6.82973e-05,0.000664164,7378.137,0.15,0.26,1.0
0.006233,0.0017,0.923009,0.344834,0.655166,0.992459,0.0636389,0.0057531,0.000252577,0.000479883,7378.137,0.15,0.26,1.0
0.006233,0.013,0.959137,0.65227,0.34773,0.961928,0.00668982,0.00597828,0.000477762,0.000254698,7378.137,0.15,0.26,1.0
0.006233,0.1,0.989064,0.906937,0.0930629,0.843136,0.000434547,0.00616482,0.000664296,6.81649e-05,7378.137,0.15,0.26,1.0
0.004549,1e-09,0.935473,0.0,1.0,0.999987,22.6838,0.0042551,0.0,0.000293506,7478.137,0.15,0.26,1.0
0.004549,7.7e-09,0.935478,0.0,1.0,0.999982,16.2511,0.00425512,0.0,0.000293485,7478.137,0.15,0.26,1.0
0.004549,6e-08,0.935514,0.0,1.0,0.99997,9.78094,0.00425528,0.0,0.00029332,7478.137,0.15,0.26,1.0
0.004549,4.6e-07,0.935791,0.00423743,0.995763,0.999913,3.37016,0.00425654,1.24286e-06,0.000292063,7478.137,0.15,0.26,1.0
0.004549,3.6e-06,0.936262,0.011545,0.988455,0.99978,1.31944,0.00425868,3.38622e-06,0.00028992,7478.137,0.15,0.26,1.0
0.004549,2.8e-05,0.938138,0.0406373,0.959363,0.999484,0.544953,0.00426722,1.19192e-05,0.000281387,7478.137,0.15,0.26,1.0
0.004549,0.00022,0.944384,0.13751,0.86249,0.998707,0.195693,0.00429563,4.03327e-05,0.000252973,7478.137,0.15,0.26,1.0
0.004549,0.0017,0.965551,0.465761,0.534239,0.994863,0.0305012,0.00439191,0.00013661,0.000156696,7478.137,0.15,0.26,1.0
0.004549,0.013,0.988019,0.814191,0.185809,0.970871,0.00187097,0.0044941,0.000238807,5.44989e-05,7478.137,0.15,0.26,1.0
0.004549,0.1,0.998402,0.975223,0.0247771,0.850715,4.86805e-05,0.00454134,0.000286039,7.26727e-06,7478.137,0.15,0.26,1.0
0.005091,1e-09,0.952702,0.0,1.0,0.999984,15.0755,0.00485039,0.0,0.000240802,7578.137,0.15,0.26,1.0
0.005091,7.7e-09,0.952705,0.0,1.0,0.999978,10.8756,0.00485041,0.0,0.000240788,7578.137,0.15,0.26,1.0
0.005091,6e-08,0.952726,0.0,1.0,0.999964,6.65119,0.00485051,0.0,0.000240681,7578.137,0.15,0.26,1.0
0.005091,4.6e-07,0.952887,0.00318087,0.996819,0.999903,2.46634,0.00485134,7.65399e-07,0.00023986,7578.137,0.15,0.26,1.0
0.005091,3.6e-06,0.953193,0.0096455,0.990355,0.99977,1.03471,0.00485289,2.32095e-06,0.000238305,7578.137,0.15,0.26,1.0
0.005091,2.8e-05,0.954431,0.0358469,0.964153,0.999499,0.463165,0.0048592,8.62568e-06,0.000232,7578.137,0.15,0.26,1.0
0.005091,0.00022,0.959236,0.137502,0.862498,0.998792,0.171821,0.00488366,3.30866e-05,0.000207539,7578.137,0.15,0.26,1.0
0.005091,0.0017,0.975896,0.490003,0.509997,0.994841,0.023787,0.00496848,0.000117907,0.000122718,7578.137,0.15,0.26,1.0
0.005091,0.013,0.991471,0.819544,0.180456,0.96459,0.00122627,0.00504777,0.000197203,4.34224e-05,7578.137,0.15,0.26,1.0
0.005091,0.1,0.997802,0.953501,0.0464987,0.833423,6.71689e-05,0.00508001,0.000229437,1.11888e-05,7578.137,0.15,0.26,1.0
