annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.01003,7.7e-09,0.895168,0.0,1.0,0.999964,28.9776,0.00897607,0.0,0.00105118,7278.137,0.32,1.0
0.01003,6e-08,0.895195,0.0,1.0,0.999942,18.1785,0.00897635,0.0,0.0010509,7278.137,0.32,1.0
0.01003,4.6e-07,0.895405,0.00193634,0.998064,0.99986,7.48009,0.00897845,2.03478e-06,0.00104881,7278.137,0.32,1.0
0.01003,3.6e-06,0.895828,0.00597989,0.99402,0.99972,3.72591,0.00898269,6.2839e-06,0.00104456,7278.137,0.32,1.0
0.01003,2.8e-05,0.897866,0.0254198,0.97458,0.999461,1.90165,0.00900312,2.67122e-05,0.00102413,7278.137,0.32,1.0
0.01003,0.00022,0.907654,0.118819,0.881181,0.998808,0.777046,0.00910127,0.00012486,0.00092598,7278.137,0.32,1.0
0.01003,0.0017,0.946697,0.491373,0.508627,0.995096,0.108988,0.00949276,0.000516354,0.000534486,7278.137,0.32,1.0
0.01003,0.013,0.984551,0.852581,0.147419,0.970557,0.00526141,0.00987234,0.000895927,0.000154913,7278.137,0.32,1.0
0.01003,0.1,0.997312,0.974353,0.0256473,0.819587,0.000149386,0.0100003,0.00102389,2.69512e-05,7278.137,0.32,1.0
0.006233,1e-09,0.899247,0.0,1.0,0.999975,24.9347,0.00560499,0.0,0.00062799,7378.137,0.32,1.0
0.006233,7.7e-09,0.899251,0.0,1.0,0.999965,17.9977,0.00560501,0.0,0.000627967,7378.137,0.32,1.0
0.006233,6e-08,0.899279,0.0,1.0,0.999943,11.0201,0.00560519,0.0,0.000627789,7378.137,0.32,1.0
0.006233,4.6e-07,0.899497,0.0016107,0.998389,0.999847,4.1041,0.00560655,1.01062e-06,0.000626432,7378.137,0.32,1.0
0.006233,3.6e-06,0.899912,0.0057334,0.994267,0.999641,1.7397,0.00560913,3.59738e-06,0.000623846,7378.137,0.32,1.0
0.006233,2.8e-05,0.901644,0.022935,0.977065,0.999187,0.753877,0.00561993,1.43904e-05,0.000613053,7378.137,0.32,1.0
0.006233,0.00022,0.907778,0.0838727,0.916127,0.998018,0.29002,0.00565816,5.26253e-05,0.000574818,7378.137,0.32,1.0
0.006233,0.0017,0.930734,0.311915,0.688085,0.991755,0.0523639,0.00580125,0.000195709,0.000431734,7378.137,0.32,1.0
0.006233,0.013,0.960042,0.603057,0.396943,0.960704,0.00633799,0.00598392,0.000378384,0.000249059,7378.137,0.32,1.0
0.006233,0.1,0.989064,0.891361,0.108639,0.843136,0.000434547,0.00616482,0.000559278,6.81649e-05,7378.137,0.32,1.0
0.004549,1e-09,0.944254,0.0,1.0,0.999984,15.9914,0.00429504,0.0,0.000253564,7478.137,0.32,1.0
0.004549,7.7e-09,0.944258,0.0,1.0,0.999978,11.5217,0.00429505,0.0,0.00025355,7478.137,0.32,1.0
0.004549,6e-08,0.944283,0.0,1.0,0.999964,7.02611,0.00429517,0.0,0.000253435,7478.137,0.32,1.0
0.004549,4.6e-07,0.944475,0.00337259,0.996627,0.999902,2.57154,0.00429604,8.54669e-07,0.000252562,7478.137,0.32,1.0
0.004549,3.6e-06,0.944836,0.00984777,0.990152,0.999761,1.0481,0.00429768,2.49558e-06,0.000250921,7478.137,0.32,1.0
0.004549,2.8e-05,0.946271,0.035617,0.964383,0.999462,0.454129,0.00430421,9.02593e-06,0.00024439,7478.137,0.32,1.0
0.004549,0.00022,0.951494,0.12935,0.87065,0.998683,0.167559,0.00432797,3.27794e-05,0.000220637,7478.137,0.32,1.0
0.004549,0.0017,0.969517,0.452856,0.547144,0.994627,0.0258039,0.00440995,0.000114761,0.000138655,7478.137,0.32,1.0
0.004549,0.013,0.98845,0.792694,0.207306,0.969958,0.0017487,0.00449607,0.000200881,5.25347e-05,7478.137,0.32,1.0
0.004549,0.1,0.998402,0.971323,0.0286772,0.850715,4.86805e-05,0.00454134,0.000246149,7.26727e-06,7478.137,0.32,1.0
